Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic,sentimiento_vader,category,vector
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 días,Excelente mal barato.,excelente mal barato,-1,"['excelente', 'mal', 'barato']",0,0,Rendimiento,"6,18,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Xiaomi Redmi 13c 8+256gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,En decepcionante condición.,decepcionante condición,-1,"['decepcionante', 'condición']",0,0,Rendimiento,"25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Mal equipo trivial de Apple que es lo más importante,mal equipo trivial apple importante,-1,"['mal', 'equipo', 'trivial', 'apple', 'importante']",0,0,Rendimiento,"18,8,314,55,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Entrega pésimo puntual,color decepcionante peor de lo esperado y de mala calidad. Conforme con mi pedido",entrega pésimo puntualcolor decepcionante peor esperado malo calidad conforme pedido,-1,"['entrega', 'pésimo', 'puntualcolor', 'decepcionante', 'peor', 'esperado', 'malo', 'calidad', 'conforme', 'pedido']",0,0,Rendimiento,"29,52,889,25,85,118,5,2,63,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño del producto es perfecto, el color denota elegancia, es identifico al de la foto y el material es defectuoso",tamaño producto perfecto color denoto elegancia identifico foto material defectuoso,0,"['tamaño', 'producto', 'perfecto', 'color', 'denoto', 'elegancia', 'identifico', 'foto', 'material', 'defectuoso']",2,1,Camara,"7,3,16,13,826,837,836,4,240,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El telefono totalmente nuevo, rapidez de entrega, todo conforme al 100%",telefono totalmente nuevo rapidez entregar conforme,1,"['telefono', 'totalmente', 'nuevo', 'rapidez', 'entregar', 'conforme']",0,0,Rendimiento,"115,89,60,162,46,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"En realidad todo es distinto al de la foto,el personal a cargo de la entrega amable,el producto me vino mal protegido y excelente.",realidad distinto fotoel personal cargo entrega amableel producto venir mal proteger excelente,-1,"['realidad', 'distinto', 'fotoel', 'personal', 'cargo', 'entrega', 'amableel', 'producto', 'venir', 'mal', 'proteger', 'excelente']",0,0,Rendimiento,"473,23,855,264,358,29,845,3,26,18,838,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Lo que pude observar fue tal cual a lo que me prometieron en la página web todo a detalle y me siento a gusto con esta compra,poder observar tal prometer página web detalle siento gusto compro,1,"['poder', 'observar', 'tal', 'prometer', 'página', 'web', 'detalle', 'siento', 'gusto', 'compro']",2,0,Camara,"61,851,11,321,247,129,135,437,92,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy malo producto, cumplió con mis expectativas y definitivamente seguiría comprando en Sagga Falabella",malo producto cumplir expectativa definitivamente seguir comprar sagga falabella,-1,"['malo', 'producto', 'cumplir', 'expectativa', 'definitivamente', 'seguir', 'comprar', 'sagga', 'falabella']",0,0,Rendimiento,"5,3,19,36,345,148,64,850,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es bueno, la batería dura bastante, y la cámara mala como nunca",bueno bateer duro bastante cámara malo nunca,0,"['bueno', 'bateer', 'duro', 'bastante', 'cámara', 'malo', 'nunca']",1,0,Bateria,"17,37,41,75,20,5,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,Excelente producto,excelente producto,1,"['excelente', 'producto']",0,0,Rendimiento,"6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"No imagine que no venga sin cargador, pero es distinto a la foto y de mala calidad",imagine venga cargador distinto foto malo calidad,-1,"['imagine', 'venga', 'cargador', 'distinto', 'foto', 'malo', 'calidad']",2,-1,Camara,"515,755,54,23,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy buena, el tamaño corresponde a las especificaciones, es muy practico, el color y estructura mal hecha, el material del equipo y pantalla muy buenos, muy inservible para temas laborales y personales,   equipo en general, para ser uno de los más básicos hoy en día de la gama de iPhone",buen tamaño corresponder especificación practico color estructura mal hecho material equipo pantalla buen inservible tema laboral personal equipo general ser básico hoy día gama iphone,-1,"['buen', 'tamaño', 'corresponder', 'especificación', 'practico', 'color', 'estructura', 'mal', 'hecho', 'material', 'equipo', 'pantalla', 'buen', 'inservible', 'tema', 'laboral', 'personal', 'equipo', 'general', 'ser', 'básico', 'hoy', 'día', 'gama', 'iphone']",1,0,Bateria,"1,7,27,111,553,13,744,18,442,240,8,38,1,601,477,512,264,8,249,69,299,482,28,120,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"El iPhone 11 es muy malo ya que la cámara arroja una mala calidad de imagen el diseño es fascinante, calidad A1",iphonar malo cámara arroja malo calidad imagen diseño fascinante calidad,-1,"['iphonar', 'malo', 'cámara', 'arroja', 'malo', 'calidad', 'imagen', 'diseño', 'fascinante', 'calidad']",2,0,Camara,"34,5,20,1665,5,2,31,70,849,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Muy mala mala calidad Muy insatisfecho con las cámaras,malo malo calidad insatisfecho cámara,-1,"['malo', 'malo', 'calidad', 'insatisfecho', 'cámara']",2,0,Camara,"5,5,2,213,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Excelente calidad,excelente calidad,1,"['excelente', 'calidad']",2,0,Camara,"6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"En defectuoso estado, muy bien, solo que se tarde un poco en llegar",defectuoso bien solo tarde llegar,0,"['defectuoso', 'bien', 'solo', 'tarde', 'llegar']",0,0,Rendimiento,"97,12,66,618,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El producto cumplió todas mis expectativas, es distinto a la foto, vino sellado, obsoleto y original, tal como menciona en su descripción. Y estoy gratamente sorprendido con el equipo, sin duda en 10/10",producto cumplir todo expectativa distinto foto venir sellado obsoleto original tal mencionar descripción gratamente sorprendido equipo dudar,0,"['producto', 'cumplir', 'todo', 'expectativa', 'distinto', 'foto', 'venir', 'sellado', 'obsoleto', 'original', 'tal', 'mencionar', 'descripción', 'gratamente', 'sorprendido', 'equipo', 'dudar']",0,-1,Rendimiento,"3,19,149,36,23,4,26,59,210,87,11,396,30,857,858,8,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Vino sin cargador, pero mal empaquetado",venir cargador mal empaquetado,-1,"['venir', 'cargador', 'mal', 'empaquetado']",0,-1,Rendimiento,"26,54,18,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Muy malo equipo el iPhone 11 de 128 gb,malo equipo iphonar,-1,"['malo', 'equipo', 'iphonar']",1,0,Bateria,"5,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,"Es distinto a la foto, mala calidad",distinto foto malo calidad,-1,"['distinto', 'foto', 'malo', 'calidad']",2,0,Camara,"23,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy malo producto, gracias",malo producto gracias,0,"['malo', 'producto', 'gracias']",0,0,Rendimiento,"5,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es un malo producto estoy contenta con las características que tiene y me ofrece perfecta calidad de fotos y de mis gestiones que realizo por mí trabajo,malo producto contentar característica ofrecer perfecto calidad foto gestión realizo trabajo,0,"['malo', 'producto', 'contentar', 'característica', 'ofrecer', 'perfecto', 'calidad', 'foto', 'gestión', 'realizo', 'trabajo']",2,1,Camara,"5,3,128,53,190,16,2,4,609,859,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El producto es tal cual las imágenes, el tamaño es como lo indican, la calidad y el funcionamiento estan genial, contenta con mi iphone 11 ????",producto tal imagen tamaño indicar calidad funcionamiento estir genial contenta iphone,1,"['producto', 'tal', 'imagen', 'tamaño', 'indicar', 'calidad', 'funcionamiento', 'estir', 'genial', 'contenta', 'iphone']",2,1,Camara,"3,11,31,7,177,2,163,853,50,449,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Muy insatisfecho con el producto, la oferta y la entrega, contento con la calidad y incorrecto espejo e distinto el producto a la de la foto",insatisfecho producto oferta entregar contento calidad incorrecto espejo distinto producto foto,-1,"['insatisfecho', 'producto', 'oferta', 'entregar', 'contento', 'calidad', 'incorrecto', 'espejo', 'distinto', 'producto', 'foto']",0,0,Rendimiento,"213,3,171,46,134,2,356,644,23,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Llegó en la fecha prevista, en excelentes condiciones",llegar fecha previsto excelente condición,1,"['llegar', 'fecha', 'previsto', 'excelente', 'condición']",0,0,Rendimiento,"21,102,827,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Llego en la mañanita del día siguiente pésimo rápido, obviamente es trivial y todo perfecto, recomiendo comprar en saga",llego mañanita día siguiente pésimo rápido obviamente trivial perfecto recomeir comprar saga,0,"['llego', 'mañanita', 'día', 'siguiente', 'pésimo', 'rápido', 'obviamente', 'trivial', 'perfecto', 'recomeir', 'comprar', 'saga']",0,1,Rendimiento,"15,832,28,307,52,10,504,314,16,45,64,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es distinto a la foto, el envío fue en los días mencionados, la calidad pésimo buena, y el precio también ????",distinto foto enviar día mencionado calidad pésimo buen precio,-1,"['distinto', 'foto', 'enviar', 'día', 'mencionado', 'calidad', 'pésimo', 'buen', 'precio']",2,0,Camara,"23,4,505,28,421,2,52,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Es de mala calidad, llego en malo estado y cumple con todas las funciones que prometeEste es",malo calidad llego malo cumplir todo función prometeeste,-1,"['malo', 'calidad', 'llego', 'malo', 'cumplir', 'todo', 'función', 'prometeeste']",0,0,Rendimiento,"5,2,15,5,19,149,108,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de mala calidad y es versátil su tamaño y si es de mi agrado,malo calidad versátil tamaño agrado,0,"['malo', 'calidad', 'versátil', 'tamaño', 'agrado']",2,0,Camara,"5,2,532,7,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Si es muy mala calidad y es distinto al de la foto muy horrible,malo calidad distinto foto horrible,-1,"['malo', 'calidad', 'distinto', 'foto', 'horrible']",2,-1,Camara,"5,2,23,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"me pareció genial, es distinto al de la foto literal todo",parecer genial distinto foto literal,1,"['parecer', 'genial', 'distinto', 'foto', 'literal']",1,1,Bateria,"159,50,23,4,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Tal cual como se veía en la web, decepcionante producto",tal ver web decepcionante producto,-1,"['tal', 'ver', 'web', 'decepcionante', 'producto']",2,0,Camara,"11,170,129,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Si es distinto a la foto y está todo de mala calidad,distinto foto malo calidad,-1,"['distinto', 'foto', 'malo', 'calidad']",2,0,Camara,"23,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,es de mala calidad e distinto al modelo elegido,malo calidad distinto modelo elegido,-1,"['malo', 'calidad', 'distinto', 'modelo', 'elegido']",2,0,Camara,"5,2,23,77,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es muy mala e distinto a la foto me decepcionó,malo distinto foto decepcionar,-1,"['malo', 'distinto', 'foto', 'decepcionar']",2,0,Camara,"5,23,4,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es distinto a la foto y de mala calidad,distinto foto malo calidad,-1,"['distinto', 'foto', 'malo', 'calidad']",2,0,Camara,"23,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Superó mis espectativasBuen modelo,superar espectativasbuen modelo,1,"['superar', 'espectativasbuen', 'modelo']",1,0,Bateria,"311,886,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Igual a la foto pésimo calidad..,igual foto pésimo calidad,-1,"['igual', 'foto', 'pésimo', 'calidad']",2,0,Camara,"9,4,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Esta mal el tamaño y malo equipo,mal tamaño malo equipo,-1,"['mal', 'tamaño', 'malo', 'equipo']",2,0,Camara,"18,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es de mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,Es mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Es mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,Si mala calidad,malo calidad,-1,"['malo', 'calidad']",2,0,Camara,"5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace un año,"Mal producto, sin fallos, el color morado es muy suave casi blanco.",mal producto fallo color morado suave casi blanco,-1,"['mal', 'producto', 'fallo', 'color', 'morado', 'suave', 'casi', 'blanco']",1,-1,Bateria,"18,3,417,13,456,542,200,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"La compra en tienda fue rápida, el promotor de apple pésimo amable y el producto ni que decir ya todos conocen la calidad que ofrece la marca.",compra tienda rápido promotor apple pésimo amable producto decir conocer calidad ofrecer marca,-1,"['compra', 'tienda', 'rápido', 'promotor', 'apple', 'pésimo', 'amable', 'producto', 'decir', 'conocer', 'calidad', 'ofrecer', 'marca']",0,0,Rendimiento,"22,169,10,894,55,52,410,3,71,871,2,190,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 11 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"El tamaño es el esperado, si es distinto al de la foto, tiene mala calidad y sobre todo llega selladito, mal cuidado y la entrega es puntual",tamaño esperado distinto foto malo calidad llegar selladito mal cuidado entrega puntual,-1,"['tamaño', 'esperado', 'distinto', 'foto', 'malo', 'calidad', 'llegar', 'selladito', 'mal', 'cuidado', 'entrega', 'puntual']",0,0,Rendimiento,"7,118,23,4,5,2,21,879,18,391,29,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
